,Product id,Product title,Product URL,Image URL,Price,Discount,Tiki Now,Free Delivery,Total reviews,Rating %,Under price badge,Shocking price,Paid installments,Free Gifts
180,p55897,Chuột Có Dây Logitech M105 - Hàng chính hãng,http://tiki.vn/chuot-co-day-logitech-m105-hang-chinh-hang-p55897.html,https://salt.tikicdn.com/cache/280x280/ts/product/f6/d8/c0/3b32d7900b8842ac36e3ac05f0e7487d.png,109.900 ₫,-35%,1,NA,291,90%,1,NA,0,NA
181,p3831591,Ổ Cứng HDD Box ORICO USB3.0/2.5 - 2577U3 - Hàng Chính Hãng,http://tiki.vn/o-cung-hdd-box-orico-usb3-0-2-5-2577u3-hang-chinh-hang-p3831591.html,https://salt.tikicdn.com/cache/280x280/ts/product/5f/82/9b/4d0c5695e7fcfe9a715f29c4c02c5304.jpg,115.000 ₫,-36%,1,NA,303,90%,NA,NA,0,NA
182,p53056161,Phần mềm Microsoft 365 Family English APAC EM Subscr 1YR Medialess P6 (6GQ-01144) - Hàng Chính Hãng,http://tiki.vn/phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p6-6gq-01144-hang-chinh-hang-p53056161.html,https://salt.tikicdn.com/cache/280x280/ts/product/d0/2e/f9/23cdb4c1f4205941a3fa67734f8a02c4.jpg,966.000 ₫,-43%,1,NA,107,100%,1,NA,0,NA
183,p208248,Bàn Phím Không Dây Logitech K480 - Hàng Chính Hãng,http://tiki.vn/ban-phim-khong-day-logitech-k480-hang-chinh-hang-p208248.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/o/logitechk380 bl_1.u425.d20160428.t131922.jpg,649.000 ₫,-34%,1,NA,212,90%,1,NA,0,NA
184,p45151662,"Laptop Asus Vivobook D409DA-EK095T (AMD R3-3200U/ 4GB DDR4 2400MHz/ 1TB 5400rpm, x1 slot SSD M.2/ 14 FHD/ Win10) - Hàng Chính Hãng",http://tiki.vn/laptop-asus-vivobook-d409da-ek095t-amd-r3-3200u-4gb-ddr4-2400mhz-1tb-5400rpm-x1-slot-ssd-m-2-14-fhd-win10-hang-chinh-hang-p45151662.html,https://salt.tikicdn.com/cache/280x280/ts/product/14/8a/3c/97479635263c7b3de7d2addfdd28f6bc.jpg,8.249.000 ₫,-17%,1,NA,19,80%,1,NA,1,NA
185,p426396,USB SanDisk Cz33 16GB - USB 2.0 - Hàng Chính Hãng,http://tiki.vn/usb-sandisk-cz33-16gb-usb-2-0-hang-chinh-hang-p426396.html,https://salt.tikicdn.com/cache/280x280/ts/product/3a/38/ba/004ca39b4a0341fa4ab90163411cdfe5.jpg,84.900 ₫,-65%,1,NA,124,90%,1,NA,0,NA
186,p52179836,Apple Macbook Air 2020 - 13 Inchs (i3-10th/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,http://tiki.vn/apple-macbook-air-2020-13-inchs-i3-10th-8gb-256gb-hang-nhap-khau-chinh-hang-p52179836.html,https://salt.tikicdn.com/cache/280x280/ts/product/d4/fe/9b/eff04b50235486251c74e45ebf10382f.jpg,23.999.000 ₫,-27%,1,NA,60,90%,NA,NA,1,NA
187,p455445,Bộ Kích Sóng Wifi Repeater 300Mbps TP-Link TL-WA850RE - Hàng Chính Hãng,http://tiki.vn/bo-kich-song-wifi-repeater-300mbps-tp-link-tl-wa850re-hang-chinh-hang-p455445.html,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,239.000 ₫,-44%,1,1,699,90%,1,0,0,NA
188,p416911,TP-Link  TL-WN823N - USB Wifi chuẩn N tốc độ 300Mbps - Hàng Chính Hãng,http://tiki.vn/tp-link-tl-wn823n-usb-wifi-chuan-n-toc-do-300mbps-hang-chinh-hang-p416911.html,https://salt.tikicdn.com/cache/280x280/ts/product/3a/91/4c/f02e6e463b76c9b4da8fde082702fc9d.jpg,139.000 ₫,-30%,1,NA,178,90%,1,NA,0,NA
189,p3237473,Chuột Có Dây DareU LM130 1000DPI Multi-LED - Hàng Chính Hãng,http://tiki.vn/chuot-co-day-dareu-lm130-1000dpi-multi-led-hang-chinh-hang-p3237473.html,https://salt.tikicdn.com/cache/280x280/ts/product/3d/d7/12/5deb563c978f3da84ac34a1a3e84917d.jpg,110.000 ₫,-45%,1,NA,11,90%,NA,NA,0,NA
190,p4747467,Màn Hình Dell P2319H 23inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,http://tiki.vn/man-hinh-dell-p2319h-23inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p4747467.html,https://salt.tikicdn.com/cache/280x280/ts/product/7a/54/13/56883d56bf8c4fc700db86adfad7ac9f.jpg,3.690.000 ₫,-2%,1,NA,151,90%,NA,NA,1,NA
191,p41167737,Ram PC Kingston HyperX Fury Black 8GB (1x8GB) Bus 2666 DDR4 CL16 DIMM XMP Non-ECC HX426C16FB3/8 - Hàng Chính Hãng,http://tiki.vn/ram-pc-kingston-hyperx-fury-black-8gb-1x8gb-bus-2666-ddr4-cl16-dimm-xmp-non-ecc-hx426c16fb3-8-hang-chinh-hang-p41167737.html,https://salt.tikicdn.com/ts/upload/75/34/d2/4a9a0958a782da8930cdad8f08afff37.png,739.000 ₫,-50%,1,0,111,90%,NA,1,0,NA
192,p3054369,Phần Mềm Diệt Virus BKAV Profressional 1 PC 12 Tháng - Hàng Chính Hãng,http://tiki.vn/phan-mem-diet-virus-bkav-profressional-1-pc-12-thang-hang-chinh-hang-p3054369.html,https://salt.tikicdn.com/cache/280x280/ts/product/7d/fa/73/dbb927adfeb9a57fb57ce86c593f9152.jpg,195.000 ₫,-35%,1,NA,893,100%,1,NA,0,NA
193,p405243,USB Kingston DT100G3 32GB USB 3.0 - Hàng Chính Hãng,http://tiki.vn/usb-kingston-dt100g3-32gb-usb-3-0-hang-chinh-hang-p405243.html,https://salt.tikicdn.com/cache/280x280/ts/product/09/04/dd/74d5a81177e5cff5fee4b920dfaaf0ca.jpg,87.000 ₫,-76%,1,NA,1543,90%,NA,NA,0,NA
194,p547563,Bộ Kích Sóng Wifi Repeater 300Mbps Totolink EX200 - Hàng Chính Hãng,http://tiki.vn/bo-kich-song-wifi-repeater-300mbps-totolink-ex200-hang-chinh-hang-p547563.html,https://salt.tikicdn.com/cache/280x280/ts/product/9d/fa/1e/30d0c22525743d5a2e850e76dd52fe72.jpg,195.000 ₫,-29%,1,NA,1491,80%,NA,NA,0,NA
195,p356188,Chuột Có Dây Logitech B100 - Hàng Chính Hãng,http://tiki.vn/chuot-co-day-logitech-b100-hang-chinh-hang-p356188.html,https://salt.tikicdn.com/cache/280x280/ts/product/11/95/4d/a9c21fbe61ce96d66c06582a49791381.jpg,69.000 ₫,-23%,1,NA,1213,90%,NA,NA,0,NA
196,p405240,USB Kingston DT100G3 16GB USB 3.0 - Hàng Chính Hãng,http://tiki.vn/usb-kingston-dt100g3-16gb-usb-3-0-hang-chinh-hang-p405240.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/6/161_1.jpg,115.000 ₫,-50%,1,NA,1478,90%,NA,NA,0,NA
197,p10683512,USB Kingston DataTraveler SWIVL 32GB Chính hãng,http://tiki.vn/usb-kingston-datatraveler-swivl-32gb-chinh-hang-p10683512.html,https://salt.tikicdn.com/cache/280x280/ts/product/8b/ee/75/7240e884cc4da537a92778914881dec9.jpg,94.000 ₫,-53%,1,NA,140,90%,NA,NA,0,NA
198,p618526,Ổ Cứng SSD Kingston A400 (240GB) - Hàng Chính Hãng,http://tiki.vn/o-cung-ssd-kingston-a400-240gb-hang-chinh-hang-p618526.html,https://salt.tikicdn.com/cache/280x280/ts/product/fe/a7/e1/5c2528c62058eae1c19719a3d3571328.jpg,666.000 ₫,-45%,1,NA,704,90%,1,NA,0,NA
199,p646020,Bàn Phím Có Dây Dell KB216 - Đen - Hàng Chính Hãng,http://tiki.vn/ban-phim-co-day-dell-kb216-den-hang-chinh-hang-p646020.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/3/23884_ban_phim_dell_kb216b_01.u2409.d20170517.t091608.808367.jpg,153.000 ₫,-39%,1,NA,905,90%,1,NA,0,NA
200,p56318256,Apple Macbook Air 2020 - 13 Inchs (i3-10th/ 8GB/ 256GB) - Hàng Chính Hãng,http://tiki.vn/apple-macbook-air-2020-13-inchs-i3-10th-8gb-256gb-hang-chinh-hang-p56318256.html,https://salt.tikicdn.com/cache/280x280/ts/product/1b/56/5c/07a0b6d1116433554a35131de4892773.jpg,24.699.000 ₫,-15%,1,NA,28,90%,1,NA,1,NA
201,p405252,USB Kingston DT100G3 - 64GB - USB 3.0 - Hàng Chính Hãng,http://tiki.vn/usb-kingston-dt100g3-64gb-usb-3-0-hang-chinh-hang-p405252.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/4/64_1.jpg,170.000 ₫,-77%,1,NA,450,90%,NA,NA,0,NA
202,p7986170,Màn Hình Dell U2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,http://tiki.vn/man-hinh-dell-u2419h-24inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p7986170.html,https://salt.tikicdn.com/cache/280x280/ts/product/cf/3b/cc/c220e39d6100924a66679bfb346b7544.jpg,5.020.000 ₫,-12%,1,NA,270,90%,NA,NA,1,NA
203,p637038,Chuột Có Dây Dell MS116 (Đen) - Hàng Chính Hãng,http://tiki.vn/chuot-co-day-dell-ms116-den-hang-chinh-hang-p637038.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/3/23885_chuot_dell_ms116_01.u2409.d20170508.t173244.322970.jpg,84.900 ₫,-49%,1,NA,501,90%,1,NA,0,NA
204,p618461,Ổ Cứng SSD Kingston A400 (120GB) - Hàng Chính Hãng,http://tiki.vn/o-cung-ssd-kingston-a400-120gb-hang-chinh-hang-p618461.html,https://salt.tikicdn.com/ts/upload/75/34/d2/4a9a0958a782da8930cdad8f08afff37.png,472.000 ₫,-66%,1,0,555,90%,1,1,0,NA
205,p9830444,Chuột Không Dây Logitech M238 Marvel Collection - Hàng Chính Hãng,http://tiki.vn/chuot-khong-day-logitech-m238-marvel-collection-hang-chinh-hang-p9830444.html,https://salt.tikicdn.com/cache/280x280/ts/product/66/6c/e2/47c73849e7c8e1a4e2bc82570a3c1bd6.jpg,227.000 ₫,-55%,1,NA,389,90%,1,NA,0,NA
206,p359484,Bàn Phím Có Dây Logitech K120 - Hàng Chính Hãng,http://tiki.vn/ban-phim-co-day-logitech-k120-hang-chinh-hang-p359484.html,https://salt.tikicdn.com/cache/280x280/ts/product/01/c9/b9/4c92a02dbf8def20c13076cbf2d1c28f.jpg,175.000 ₫,-16%,1,NA,656,90%,NA,NA,0,NA
207,p416613,TP-Link  TL-WR841N - Router Wifi Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng,http://tiki.vn/tp-link-tl-wr841n-router-wifi-chuan-n-toc-do-300mbps-hang-chinh-hang-p416613.html,https://salt.tikicdn.com/cache/280x280/ts/product/cd/2f/0a/4c53cdba0b1ca8cbca34863e6d077b9f.jpg,272.700 ₫,-24%,1,NA,537,90%,NA,NA,0,NA
208,p67480516,Phần mềm diệt Virus Bkav Pro - Hàng chính hãng,http://tiki.vn/phan-mem-diet-virus-bkav-pro-hang-chinh-hang-p67480516.html,https://salt.tikicdn.com/cache/280x280/ts/product/84/da/6d/9ae5f1b794de5a0cb16dc7975a0f5a40.png,204.000 ₫,-32%,1,NA,13,90%,NA,NA,0,NA
209,p416978,TP - Link TL- WN725N - USB Wifi Nano Chuẩn N Tốc Độ 150Mbps - Hàng Chính Hãng,http://tiki.vn/tp-link-tl-wn725n-usb-wifi-nano-chuan-n-toc-do-150mbps-hang-chinh-hang-p416978.html,https://salt.tikicdn.com/cache/280x280/ts/product/84/05/f9/5c70ad3e68bd82950099411542de4b49.jpg,134.000 ₫,-14%,1,NA,533,90%,NA,NA,0,NA
210,p465219,Thiết Bị Phát Wifi Di Động 4G LTE-Advanced TP-Link M7350 V5 150Mbps - Hàng Chính Hãng,http://tiki.vn/thiet-bi-phat-wifi-di-dong-4g-lte-advanced-tp-link-m7350-v5-150mbps-hang-chinh-hang-p465219.html,https://salt.tikicdn.com/cache/280x280/ts/product/28/68/ad/2099249633fc81f51a39c3aff64417b0.jpg,1.360.000 ₫,-28%,1,NA,772,90%,NA,NA,0,NA
211,p4953367,USB SanDisk CZ600 32GB - USB 3.0 - Hàng Chính Hãng,http://tiki.vn/usb-sandisk-cz600-32gb-usb-3-0-hang-chinh-hang-p4953367.html,https://salt.tikicdn.com/cache/280x280/ts/product/90/4a/d7/32b9efe67bca017b924a87c2059eac55.jpg,103.000 ₫,-39%,1,NA,41,90%,1,NA,0,NA
212,p964243,Ổ Cứng SSD WD Green 240GB 3D NAND - WDS240G2G0A - Hàng Chính Hãng,http://tiki.vn/o-cung-ssd-wd-green-240gb-3d-nand-wds240g2g0a-hang-chinh-hang-p964243.html,https://salt.tikicdn.com/ts/upload/75/34/d2/4a9a0958a782da8930cdad8f08afff37.png,724.000 ₫,-28%,1,0,586,90%,1,1,0,NA
213,p7857797,Khay Ổ Cứng Caddy Bay 9.5mm Siêu Mỏng (Gắn Ổ Cứng Thay Ổ Quang Laptop),http://tiki.vn/khay-o-cung-caddy-bay-9-5mm-sieu-mong-gan-o-cung-thay-o-quang-laptop-p7857797.html,https://salt.tikicdn.com/cache/280x280/ts/product/a4/45/a0/01b5c999f1826627635fdc3354bfab9c.jpg,38.000 ₫,-79%,1,NA,349,90%,1,NA,0,NA
214,p702134,Chuột Không Dây Logitech MX Anywhere 2S Receiver USB  - Hàng Chính Hãng,http://tiki.vn/chuot-khong-day-logitech-mx-anywhere-2s-receiver-usb-hang-chinh-hang-p702134.html,https://salt.tikicdn.com/cache/280x280/ts/product/4c/3b/33/9fdb0eb825f10420288227be30831167.jpg,1.202.000 ₫,-40%,1,NA,333,90%,NA,NA,0,NA
215,p502113,USB 3.0 SanDisk Ultra Flair CZ73 - 32GB - Hàng Chính Hãng,http://tiki.vn/usb-3-0-sandisk-ultra-flair-cz73-32gb-hang-chinh-hang-p502113.html,https://salt.tikicdn.com/cache/280x280/ts/product/6c/00/03/4335e6e6ea255969ae9863c204ecdad5.jpg,125.700 ₫,-71%,1,NA,277,90%,1,NA,0,NA
216,p56316096,Apple Macbook Pro 2020 - 13 Inchs (i5-8th/ 8GB/ 256GB) - Hàng Chính Hãng,http://tiki.vn/apple-macbook-pro-2020-13-inchs-i5-8th-8gb-256gb-hang-chinh-hang-p56316096.html,https://salt.tikicdn.com/cache/280x280/ts/product/b1/5e/e5/81fec3375d4effd543c1e464c4d79969.jpg,32.866.000 ₫,-18%,1,NA,21,90%,1,NA,1,NA
217,p575388,Hộp Đựng Ổ Cứng Di Động HDD Box 2.5 ORICO 2139U3 USB3.0/2.5 Nhựa Trong Suốt - Hàng Chính Hãng,http://tiki.vn/hop-dung-o-cung-di-dong-hdd-box-2-5-orico-2139u3-usb3-0-2-5-nhua-trong-suot-hang-chinh-hang-p575388.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/s/dsc_3443.u2470.d20170303.t165942.339871.jpg,105.000 ₫,-30%,1,NA,749,90%,NA,NA,0,NA
218,p4210927,Màn Hình Dell P2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,http://tiki.vn/man-hinh-dell-p2419h-24inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p4210927.html,https://salt.tikicdn.com/cache/280x280/ts/product/8c/70/57/e14ea0616215093df7fe058e1fe23d0b.jpg,3.850.000 ₫,-10%,1,NA,225,90%,NA,NA,1,NA
219,p708026,Router Wifi Băng Tần Kép AC1200 TP-Link Archer C50 - Hàng Chính Hãng,http://tiki.vn/router-wifi-bang-tan-kep-ac1200-tp-link-archer-c50-hang-chinh-hang-p708026.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/a/r/archer-c50-v3_s_01.u4064.d20170704.t180940.358348.jpg,515.000 ₫,-36%,1,NA,480,90%,NA,NA,0,NA
220,p416990,TP-Link  TL-WN722N - USB Wifi (high gain) tốc độ 150Mbps - Hàng Chính Hãng,http://tiki.vn/tp-link-tl-wn722n-usb-wifi-high-gain-toc-do-150mbps-hang-chinh-hang-p416990.html,https://salt.tikicdn.com/cache/280x280/ts/product/d8/7e/88/8b082f09b4786149879ac69417ad2087.jpg,158.000 ₫,-31%,1,NA,260,90%,1,NA,0,NA
221,p459201,Máy In Laser Đen Trắng Đơn Năng Brother HL-L2321D Duplex - Hàng Chính Hãng,http://tiki.vn/may-in-laser-den-trang-don-nang-brother-hl-l2321d-duplex-hang-chinh-hang-p459201.html,https://salt.tikicdn.com/cache/280x280/ts/product/6d/98/cd/f209c1f970b7fbc65bbf1bf8a15bca17.jpg,2.690.000 ₫,-0%,1,NA,466,90%,NA,NA,0,NA
222,p54665,Chuột Không Dây Logitech M185 - Hàng Chính Hãng,http://tiki.vn/chuot-khong-day-logitech-m185-hang-chinh-hang-p54665.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/o/logitech-m185-blue-.u579.d20161227.t161239.99288.jpg,194.800 ₫,-33%,1,NA,287,90%,NA,NA,0,NA
223,p233157,Chuột Không Dây Logitech M337 - Hàng chính hãng,http://tiki.vn/chuot-khong-day-logitech-m337-hang-chinh-hang-p233157.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/o/logitech m337black1.u2470.d20160620.t165439.jpg,393.900 ₫,-44%,1,NA,244,90%,1,NA,0,NA
224,p9416519,Bàn phím máy vi tính Bosston 808 LED - Hàng Chính Hãng,http://tiki.vn/ban-phim-may-vi-tinh-bosston-808-led-hang-chinh-hang-p9416519.html,https://salt.tikicdn.com/cache/280x280/ts/product/ee/01/5a/58cf4b3a60c8d75f087fd2b4e0a89d9c.jpg,96.500 ₫,-32%,1,NA,55,90%,1,NA,0,NA
225,p10785805,Ổ Cứng SSD Samsung 860 EVO 500GB 2.5 inch SATA iii MZ-76E500BW - Hàng Nhập Khẩu (Box Tiếng Anh),http://tiki.vn/o-cung-ssd-samsung-860-evo-500gb-2-5-inch-sata-iii-mz-76e500bw-hang-nhap-khau-box-tieng-anh-p10785805.html,https://salt.tikicdn.com/cache/280x280/ts/product/b0/a5/44/53819e9b6599040cc74e7a2747d620ef.jpg,1.520.000 ₫,-39%,1,NA,95,90%,NA,NA,0,NA
226,p356387,Ổ Cứng Di Động WD Elements 1TB 2.5 USB 3.0 - WDBUZG0010BBK - Hàng Chính Hãng,http://tiki.vn/o-cung-di-dong-wd-elements-1tb-2-5-usb-3-0-wdbuzg0010bbk-hang-chinh-hang-p356387.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/w/d/wd elements 1tb - 2.5 usb 3.0_1.u579.d20160808.t172730.328870.jpg,1.450.000 ₫,-9%,1,NA,409,90%,NA,NA,0,Quà tặng kèm
227,p486766,USB 3.0 SanDisk Ultra CZ48 16GB - Hàng Chính Hãng,http://tiki.vn/usb-3-0-sandisk-ultra-cz48-16gb-hang-chinh-hang-p486766.html,https://salt.tikicdn.com/cache/280x280/ts/product/61/d6/ba/9155015d962f4ba8b1c2150cff66eb3d.jpg,92.000 ₫,-56%,1,NA,123,90%,1,NA,0,NA
228,p55897,Chuột Có Dây Logitech M105 - Hàng chính hãng,http://tiki.vn/chuot-co-day-logitech-m105-hang-chinh-hang-p55897.html,https://salt.tikicdn.com/cache/280x280/ts/product/f6/d8/c0/3b32d7900b8842ac36e3ac05f0e7487d.png,109.900 ₫,-35%,1,NA,291,90%,1,NA,0,NA
229,p3831591,Ổ Cứng HDD Box ORICO USB3.0/2.5 - 2577U3 - Hàng Chính Hãng,http://tiki.vn/o-cung-hdd-box-orico-usb3-0-2-5-2577u3-hang-chinh-hang-p3831591.html,https://salt.tikicdn.com/cache/280x280/ts/product/5f/82/9b/4d0c5695e7fcfe9a715f29c4c02c5304.jpg,115.000 ₫,-36%,1,NA,303,90%,NA,NA,0,NA
230,p53056161,Phần mềm Microsoft 365 Family English APAC EM Subscr 1YR Medialess P6 (6GQ-01144) - Hàng Chính Hãng,http://tiki.vn/phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p6-6gq-01144-hang-chinh-hang-p53056161.html,https://salt.tikicdn.com/cache/280x280/ts/product/d0/2e/f9/23cdb4c1f4205941a3fa67734f8a02c4.jpg,966.000 ₫,-43%,1,NA,107,100%,1,NA,0,NA
231,p208248,Bàn Phím Không Dây Logitech K480 - Hàng Chính Hãng,http://tiki.vn/ban-phim-khong-day-logitech-k480-hang-chinh-hang-p208248.html,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/o/logitechk380 bl_1.u425.d20160428.t131922.jpg,649.000 ₫,-34%,1,NA,212,90%,1,NA,0,NA
232,p45151662,"Laptop Asus Vivobook D409DA-EK095T (AMD R3-3200U/ 4GB DDR4 2400MHz/ 1TB 5400rpm, x1 slot SSD M.2/ 14 FHD/ Win10) - Hàng Chính Hãng",http://tiki.vn/laptop-asus-vivobook-d409da-ek095t-amd-r3-3200u-4gb-ddr4-2400mhz-1tb-5400rpm-x1-slot-ssd-m-2-14-fhd-win10-hang-chinh-hang-p45151662.html,https://salt.tikicdn.com/cache/280x280/ts/product/14/8a/3c/97479635263c7b3de7d2addfdd28f6bc.jpg,8.249.000 ₫,-17%,1,NA,19,80%,1,NA,1,NA
233,p426396,USB SanDisk Cz33 16GB - USB 2.0 - Hàng Chính Hãng,http://tiki.vn/usb-sandisk-cz33-16gb-usb-2-0-hang-chinh-hang-p426396.html,https://salt.tikicdn.com/cache/280x280/ts/product/3a/38/ba/004ca39b4a0341fa4ab90163411cdfe5.jpg,84.900 ₫,-65%,1,NA,124,90%,1,NA,0,NA
234,p52179836,Apple Macbook Air 2020 - 13 Inchs (i3-10th/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,http://tiki.vn/apple-macbook-air-2020-13-inchs-i3-10th-8gb-256gb-hang-nhap-khau-chinh-hang-p52179836.html,https://salt.tikicdn.com/cache/280x280/ts/product/d4/fe/9b/eff04b50235486251c74e45ebf10382f.jpg,23.999.000 ₫,-27%,1,NA,60,90%,NA,NA,1,NA
235,p455445,Bộ Kích Sóng Wifi Repeater 300Mbps TP-Link TL-WA850RE - Hàng Chính Hãng,http://tiki.vn/bo-kich-song-wifi-repeater-300mbps-tp-link-tl-wa850re-hang-chinh-hang-p455445.html,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,239.000 ₫,-44%,1,1,699,90%,1,0,0,NA
236,p416911,TP-Link  TL-WN823N - USB Wifi chuẩn N tốc độ 300Mbps - Hàng Chính Hãng,http://tiki.vn/tp-link-tl-wn823n-usb-wifi-chuan-n-toc-do-300mbps-hang-chinh-hang-p416911.html,https://salt.tikicdn.com/cache/280x280/ts/product/3a/91/4c/f02e6e463b76c9b4da8fde082702fc9d.jpg,139.000 ₫,-30%,1,NA,178,90%,1,NA,0,NA
237,p3237473,Chuột Có Dây DareU LM130 1000DPI Multi-LED - Hàng Chính Hãng,http://tiki.vn/chuot-co-day-dareu-lm130-1000dpi-multi-led-hang-chinh-hang-p3237473.html,https://salt.tikicdn.com/cache/280x280/ts/product/3d/d7/12/5deb563c978f3da84ac34a1a3e84917d.jpg,110.000 ₫,-45%,1,NA,11,90%,NA,NA,0,NA
238,p4747467,Màn Hình Dell P2319H 23inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,http://tiki.vn/man-hinh-dell-p2319h-23inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p4747467.html,https://salt.tikicdn.com/cache/280x280/ts/product/7a/54/13/56883d56bf8c4fc700db86adfad7ac9f.jpg,3.690.000 ₫,-2%,1,NA,151,90%,NA,NA,1,NA
239,p41167737,Ram PC Kingston HyperX Fury Black 8GB (1x8GB) Bus 2666 DDR4 CL16 DIMM XMP Non-ECC HX426C16FB3/8 - Hàng Chính Hãng,http://tiki.vn/ram-pc-kingston-hyperx-fury-black-8gb-1x8gb-bus-2666-ddr4-cl16-dimm-xmp-non-ecc-hx426c16fb3-8-hang-chinh-hang-p41167737.html,https://salt.tikicdn.com/ts/upload/75/34/d2/4a9a0958a782da8930cdad8f08afff37.png,739.000 ₫,-50%,1,0,111,90%,NA,1,0,NA
